2023-02-07 15:08:32 INFO  SecurityConfig:32 - Configuration complete
2023-02-07 15:08:33 INFO  SchedulerDto:71 - Scheduler is not null
2023-02-07 15:08:33 INFO  SchedulerDto:85 - Scheduler updated
2023-02-07 15:08:40 INFO  AbstractUiController:26 - 
2023-02-07 15:08:40 INFO  AbstractUiController:29 - Info: {"message": "No message", "email" : "", "role": ""}
2023-02-07 15:08:41 INFO  AbstractUiController:26 - 
2023-02-07 15:08:41 INFO  AbstractUiController:29 - Info: {"message": "No message", "email" : "", "role": ""}
2023-02-07 15:08:42 INFO  AbstractUiController:26 - UserPrincipal{id=1, email='hari@gmail.com', role='supervisor'}
2023-02-07 15:08:42 INFO  AbstractUiController:29 - Info: {"message": "No message", "email" : "hari@gmail.com", "role": "supervisor"}
2023-02-07 15:08:44 INFO  AbstractUiController:26 - UserPrincipal{id=1, email='hari@gmail.com', role='supervisor'}
2023-02-07 15:08:44 INFO  AbstractUiController:29 - Info: {"message": "No message", "email" : "hari@gmail.com", "role": "supervisor"}
2023-02-07 15:08:46 INFO  OrderDto:120 - OrderItemPojoList Size: 1
2023-02-07 15:08:46 INFO  OrderDto:144 - Got encoded string
2023-02-07 15:08:46 INFO  OrderDto:145 - Encoded string: 
2023-02-07 15:08:46 INFO  OrderDto:147 - Decoded bytes: [B@43597de5
2023-02-07 15:08:46 ERROR AppRestControllerAdvice:28 - javax.xml.transform.TransformerException: com.sun.org.apache.xml.internal.utils.WrappedRuntimeException: /home/sabareeshs/Documents/pos/pos-app/src/main/resources/com/increff/posapp/invoice.xml (No such file or directory)
